hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,average_daily_rate,required_car_parking_spaces,total_of_special_requests,arrival_date
Resort_Hotel,3,1,0,1,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,D,0,No_Deposit,171,NULL,0,Transient,26,none,0,2016-02-28
Resort_Hotel,11,1,2,3,none,FB,ESP,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,6,NULL,0,Transient,108.15,none,1,2016-02-26
Resort_Hotel,5,1,1,2,children,BB,PRT,Online_TA,TA/TO,0,0,0,G,G,1,No_Deposit,240,NULL,0,Transient,96,parking,0,2016-02-27
Resort_Hotel,6,3,5,2,none,BB,IRL,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,156,NULL,0,Transient,48.75,parking,0,2016-02-21
Resort_Hotel,3,1,1,2,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,171,NULL,0,Transient,30,none,1,2016-02-27
Resort_Hotel,3,1,1,2,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,171,NULL,0,Transient,30,none,1,2016-02-27
Resort_Hotel,3,1,1,2,none,BB,ESP,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,171,NULL,0,Transient,37,none,1,2016-02-27
Resort_Hotel,40,1,1,2,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,314,NULL,0,Transient,32,none,0,2016-02-27
Resort_Hotel,34,2,5,1,none,FB,JAM,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,6,NULL,0,Transient,49.71,none,0,2016-02-22
Resort_Hotel,1,1,0,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,73,none,0,2016-02-28
Resort_Hotel,5,1,1,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,F,0,No_Deposit,240,NULL,0,Transient,53,none,1,2016-02-27
Resort_Hotel,4,1,1,2,none,BB,PRT,Complementary,Direct,0,0,0,A,E,0,No_Deposit,NULL,NULL,0,Transient,0,none,0,2016-02-27
Resort_Hotel,14,1,2,2,none,HB,ESP,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,177,NULL,0,Transient,55,none,2,2016-02-26
Resort_Hotel,4,1,1,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,63,none,1,2016-02-27
Resort_Hotel,18,1,1,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,A,E,0,No_Deposit,240,NULL,0,Transient,60,none,0,2016-02-27
Resort_Hotel,2,1,1,2,none,BB,PRT,Direct,Direct,0,0,0,D,F,0,No_Deposit,NULL,NULL,0,Transient,60,none,0,2016-02-27
Resort_Hotel,24,1,2,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,48,none,1,2016-02-26
Resort_Hotel,1,1,2,2,none,BB,ESP,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,8,NULL,0,Transient,29,none,0,2016-02-26
Resort_Hotel,16,1,1,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,48,none,1,2016-02-27
Resort_Hotel,30,1,2,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient-Party,48,none,3,2016-02-26
Resort_Hotel,4,1,2,2,none,FB,ESP,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,177,NULL,0,Transient,75,none,1,2016-02-26
Resort_Hotel,15,1,1,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,54,parking,1,2016-02-27
Resort_Hotel,53,1,2,2,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,196,NULL,0,Transient,30,none,0,2016-02-26
Resort_Hotel,89,1,3,2,none,BB,GBR,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,46.4,none,1,2016-02-25
Resort_Hotel,38,1,0,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,54,parking,0,2016-02-28
Resort_Hotel,17,1,2,2,none,HB,ESP,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,196,NULL,0,Transient-Party,56,none,0,2016-02-26
Resort_Hotel,44,1,1,3,children,BB,ESP,Direct,Direct,0,0,0,H,H,2,No_Deposit,NULL,NULL,0,Transient,81,none,0,2016-02-27
Resort_Hotel,4,1,2,2,children,HB,ESP,Offline_TA/TO,TA/TO,0,0,0,C,C,1,No_Deposit,196,NULL,0,Transient,88,none,1,2016-02-26
Resort_Hotel,9,1,1,2,children,HB,ESP,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,177,NULL,0,Transient,68.75,none,1,2016-02-27
Resort_Hotel,10,1,1,2,children,HB,ESP,Offline_TA/TO,TA/TO,0,0,0,C,C,0,No_Deposit,196,NULL,0,Transient,85,none,0,2016-02-27
Resort_Hotel,12,1,1,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,48,none,2,2016-02-27
Resort_Hotel,4,1,2,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,51.33,none,2,2016-02-26
Resort_Hotel,9,1,1,1,none,BB,PRT,Online_TA,TA/TO,0,0,0,E,F,0,No_Deposit,240,NULL,0,Transient,68,none,1,2016-02-27
Resort_Hotel,24,1,2,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,54,parking,2,2016-02-26
Resort_Hotel,24,1,2,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,48,none,2,2016-02-26
Resort_Hotel,5,1,1,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,A,E,0,No_Deposit,240,NULL,0,Transient,65,none,1,2016-02-27
Resort_Hotel,7,1,2,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,68,none,1,2016-02-26
Resort_Hotel,53,1,2,2,none,BB,ESP,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,196,NULL,0,Transient,30,none,0,2016-02-26
Resort_Hotel,8,1,1,2,none,HB,PRT,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,241,NULL,0,Transient,55.44,none,1,2016-02-27
Resort_Hotel,42,1,2,2,none,BB,IRL,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,48,none,1,2016-02-26
Resort_Hotel,91,2,3,2,none,BB,IRL,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,46.4,none,2,2016-02-25
Resort_Hotel,0,1,0,1,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient-Party,43,none,0,2016-02-29
Resort_Hotel,38,2,1,2,none,HB,FRA,Online_TA,TA/TO,0,0,0,G,G,1,No_Deposit,241,NULL,0,Transient,76.47,parking,2,2016-02-27
Resort_Hotel,23,1,0,1,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,D,0,No_Deposit,95,NULL,0,Transient,25,none,0,2016-02-29
Resort_Hotel,5,0,3,2,none,BB,PRT,Direct,TA/TO,1,0,1,A,D,0,No_Deposit,250,NULL,0,Transient,44,none,0,2017-01-04
Resort_Hotel,29,2,2,2,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,6,NULL,0,Transient,29,none,1,2016-02-26
Resort_Hotel,3,2,2,2,none,HB,ESP,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,156,NULL,0,Transient,68.75,none,0,2016-02-26
Resort_Hotel,0,1,0,1,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient-Party,43,none,0,2016-02-29
Resort_Hotel,18,2,1,3,none,FB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,C,0,No_Deposit,196,NULL,0,Transient,99,none,1,2016-02-27
Resort_Hotel,2,0,0,1,none,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No_Deposit,NULL,195,0,Transient,0,none,0,2016-03-02
Resort_Hotel,2,0,1,1,none,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No_Deposit,NULL,195,0,Transient,35,none,0,2017-02-15
Resort_Hotel,0,0,1,1,none,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No_Deposit,NULL,195,0,Transient-Party,45,none,0,2017-04-27
Resort_Hotel,58,2,3,2,none,BB,AUS,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,242,NULL,0,Transient,57.8,none,0,2016-02-26
Resort_Hotel,9,2,1,1,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,156,NULL,0,Transient,34.4,none,1,2016-02-28
Resort_Hotel,0,1,1,1,none,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No_Deposit,NULL,290,0,Transient,30,none,0,2016-02-29
Resort_Hotel,0,0,1,1,none,BB,PRT,Corporate,Corporate,1,0,1,D,D,0,No_Deposit,NULL,290,0,Transient,67,none,0,2016-03-22
Resort_Hotel,0,0,1,1,none,BB,PRT,Corporate,Corporate,1,0,2,D,D,0,No_Deposit,NULL,290,0,Transient,63,none,0,2016-05-03
Resort_Hotel,0,1,0,1,none,BB,PRT,Corporate,Corporate,1,0,3,A,D,0,No_Deposit,NULL,290,0,Transient,30,none,0,2016-11-28
Resort_Hotel,0,0,1,1,none,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No_Deposit,NULL,290,0,Transient,35,none,0,2017-01-18
Resort_Hotel,0,1,0,1,none,BB,PRT,Corporate,Corporate,1,0,5,A,D,0,No_Deposit,NULL,290,0,Transient,35,none,0,2017-01-23
Resort_Hotel,0,1,0,1,none,BB,PRT,Corporate,Corporate,1,0,6,A,D,0,No_Deposit,NULL,290,0,Transient,35,none,0,2017-02-06
Resort_Hotel,0,0,1,1,none,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No_Deposit,NULL,290,0,Transient,35,none,0,2017-03-28
Resort_Hotel,6,0,2,1,none,BB,PRT,Corporate,Corporate,1,0,8,A,A,0,No_Deposit,NULL,290,0,Transient-Party,75,none,0,2017-05-31
Resort_Hotel,0,0,1,1,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,43,none,0,2016-03-01
Resort_Hotel,1,0,1,1,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,43,none,1,2016-03-01
Resort_Hotel,0,0,1,2,none,BB,ESP,Direct,Direct,0,0,0,A,D,0,No_Deposit,NULL,NULL,0,Transient,8,none,0,2016-03-01
Resort_Hotel,1,0,1,1,none,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No_Deposit,NULL,167,0,Transient,30,none,0,2016-03-01
Resort_Hotel,6,0,1,1,none,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No_Deposit,NULL,167,0,Transient,35,none,1,2017-03-15
Resort_Hotel,1,0,1,1,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,43,none,0,2016-03-01
Resort_Hotel,0,0,1,1,none,BB,PRT,Direct,Direct,0,0,0,A,A,0,No_Deposit,NULL,NULL,0,Transient,40,none,0,2016-03-01
Resort_Hotel,17,2,1,1,none,BB,IRL,Online_TA,TA/TO,0,0,0,A,D,1,No_Deposit,240,NULL,0,Transient,43,none,0,2016-02-28
Resort_Hotel,14,4,10,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,5,No_Deposit,240,NULL,0,Transient,48,none,1,2016-02-17
Resort_Hotel,19,2,5,2,none,BB,RUS,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,314,NULL,0,Transient,34.57,none,0,2016-02-24
Resort_Hotel,22,8,20,2,none,Undefined,FRA,Offline_TA/TO,TA/TO,0,0,0,A,E,1,No_Deposit,363,NULL,0,Transient,72.21,none,0,2016-02-04
Resort_Hotel,28,0,2,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,48,none,1,2016-03-01
Resort_Hotel,42,2,5,2,none,HB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,2,NULL,0,Contract,31,none,0,2016-02-25
Resort_Hotel,0,0,1,1,none,BB,PRT,Direct,Direct,0,0,0,A,A,1,No_Deposit,NULL,NULL,0,Transient,40,none,0,2016-03-02
Resort_Hotel,0,0,1,1,none,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No_Deposit,NULL,167,0,Transient,30,none,0,2016-03-02
Resort_Hotel,1,0,1,1,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,43,none,0,2016-03-02
Resort_Hotel,7,1,2,1,none,BB,NLD,Online_TA,TA/TO,0,0,0,D,D,2,No_Deposit,240,NULL,0,Transient,58,parking,0,2016-02-29
Resort_Hotel,0,0,1,1,none,BB,PRT,Direct,Direct,0,0,0,A,D,0,No_Deposit,NULL,NULL,0,Transient,40,none,0,2016-03-02
Resort_Hotel,11,2,2,2,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,26,NULL,0,Transient,29,none,0,2016-02-28
Resort_Hotel,19,1,2,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,60,parking,0,2016-02-29
Resort_Hotel,14,1,2,2,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,8,NULL,0,Transient,43,parking,0,2016-02-29
Resort_Hotel,5,0,1,2,none,BB,GBR,Corporate,Corporate,0,0,0,E,E,0,No_Deposit,360,NULL,0,Transient,65,none,0,2016-03-02
Resort_Hotel,0,0,1,2,none,BB,PRT,Direct,Direct,0,0,0,A,A,1,No_Deposit,NULL,NULL,0,Transient,45,none,0,2016-03-02
Resort_Hotel,3,1,2,2,none,Undefined,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,2,No_Deposit,196,NULL,0,Transient,55,none,0,2016-02-29
Resort_Hotel,0,0,2,2,none,BB,BRA,Direct,Direct,0,0,0,F,F,1,No_Deposit,NULL,NULL,0,Transient,65,parking,0,2016-03-01
Resort_Hotel,2,0,1,2,none,BB,PRT,Online_TA,Direct,0,0,0,D,D,0,No_Deposit,NULL,NULL,0,Transient,58,none,0,2016-03-02
Resort_Hotel,0,1,2,1,none,BB,GBR,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,43,none,1,2016-02-29
Resort_Hotel,0,0,1,2,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,6,NULL,0,Transient,29,none,0,2016-03-02
Resort_Hotel,26,1,2,2,none,BB,CHL,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,53.33,none,1,2016-02-29
Resort_Hotel,2,0,2,2,none,BB,FIN,Direct,Direct,0,0,0,E,E,0,No_Deposit,NULL,NULL,0,Transient,65,none,0,2016-03-01
Resort_Hotel,7,1,3,1,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,1,No_Deposit,240,NULL,0,Transient,43,none,0,2016-02-29
Resort_Hotel,6,0,2,2,children,BB,ESP,Online_TA,TA/TO,0,0,0,G,G,0,No_Deposit,240,NULL,0,Transient,99,parking,0,2016-03-02
Resort_Hotel,0,0,2,2,none,BB,ITA,Direct,Direct,0,0,0,F,F,3,No_Deposit,NULL,NULL,0,Transient,65,none,0,2016-03-02
Resort_Hotel,17,0,1,2,none,HB,PRT,Online_TA,TA/TO,0,0,0,A,D,1,No_Deposit,240,NULL,0,Transient,80,none,0,2016-03-03
Resort_Hotel,1,0,2,1,none,BB,PRT,Direct,Direct,0,0,0,A,D,0,No_Deposit,NULL,NULL,0,Transient,40,none,0,2016-03-02
Resort_Hotel,1,0,3,1,none,BB,PRT,Direct,Direct,1,0,1,A,A,0,No_Deposit,NULL,NULL,0,Transient,40,none,0,2017-01-24
Resort_Hotel,0,0,1,1,none,BB,PRT,Direct,Direct,1,0,2,D,D,0,No_Deposit,NULL,NULL,0,Transient,55,none,0,2017-02-07
Resort_Hotel,1,0,1,1,none,BB,PRT,Direct,Direct,1,0,3,D,F,0,No_Deposit,NULL,NULL,0,Transient,48,none,0,2017-03-14
Resort_Hotel,0,1,3,1,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,5,NULL,0,Transient,34.4,none,1,2016-02-29
Resort_Hotel,42,5,13,2,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,D,E,0,No_Deposit,95,NULL,0,Transient,46.44,none,1,2016-02-15
Resort_Hotel,0,0,2,1,none,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No_Deposit,NULL,331,0,Transient,40,none,0,2016-03-02
Resort_Hotel,3,1,0,1,none,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No_Deposit,NULL,331,0,Transient,79,none,0,2016-06-20
Resort_Hotel,53,2,3,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,G,G,0,No_Deposit,240,NULL,0,Transient,82,none,0,2016-02-28
Resort_Hotel,100,2,5,2,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,D,0,No_Deposit,6,NULL,0,Transient,26,none,0,2016-02-26
Resort_Hotel,14,0,2,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,E,E,1,No_Deposit,240,NULL,0,Transient,68,none,0,2016-03-02
Resort_Hotel,1,0,2,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,48,none,0,2016-03-02
Resort_Hotel,1,2,2,2,none,BB,PRT,Online_TA,TA/TO,1,0,1,A,D,0,No_Deposit,240,NULL,0,Transient,48,none,0,2016-11-26
Resort_Hotel,5,0,2,1,none,BB,PRT,Direct,Direct,0,0,0,A,D,0,No_Deposit,NULL,NULL,0,Transient,40,none,1,2016-03-02
Resort_Hotel,56,1,3,2,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,D,0,No_Deposit,8,NULL,0,Transient,29,none,1,2016-02-29
Resort_Hotel,10,1,3,2,none,BB,IRL,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,95,NULL,0,Transient,29,none,0,2016-02-29
Resort_Hotel,0,0,0,1,none,BB,PRT,Online_TA,TA/TO,1,0,0,A,I,0,No_Deposit,242,NULL,0,Transient,0,none,1,2016-03-04
Resort_Hotel,0,0,0,1,none,BB,PRT,Online_TA,TA/TO,1,0,0,A,I,0,No_Deposit,242,NULL,0,Transient,0,none,1,2016-03-04
Resort_Hotel,0,0,0,2,none,HB,PRT,Offline_TA/TO,TA/TO,1,0,0,A,I,0,No_Deposit,171,NULL,0,Transient,0,none,0,2016-03-04
Resort_Hotel,36,0,1,2,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,D,0,No_Deposit,6,NULL,0,Transient,26,none,1,2016-03-03
Resort_Hotel,94,2,2,1,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,D,1,No_Deposit,6,NULL,0,Transient,4,none,1,2016-03-04
Resort_Hotel,10,0,3,2,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,95,NULL,0,Transient,31,none,0,2016-03-01
Resort_Hotel,13,0,1,2,none,BB,DEU,Online_TA,TA/TO,0,0,0,A,I,0,No_Deposit,240,NULL,0,Transient,48,none,0,2016-03-03
Resort_Hotel,11,0,1,2,none,BB,DEU,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,48,none,0,2016-03-04
Resort_Hotel,8,2,5,2,none,BB,IRL,Direct,Direct,0,0,0,E,E,0,No_Deposit,250,NULL,0,Transient,65,none,0,2016-02-27
Resort_Hotel,18,2,5,2,none,BB,PRT,Direct,Direct,0,0,0,D,D,0,No_Deposit,250,NULL,0,Transient,57,none,1,2016-02-27
Resort_Hotel,5,2,5,2,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,8,NULL,0,Transient,26.1,none,0,2016-02-27
Resort_Hotel,1,0,1,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,48,none,1,2016-03-04
Resort_Hotel,29,2,5,2,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,115,NULL,0,Transient,26.1,none,0,2016-02-27
Resort_Hotel,1,0,1,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,48,none,1,2016-03-04
Resort_Hotel,3,2,9,2,none,HB,IRL,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,171,NULL,0,Transient,55,none,0,2016-02-23
Resort_Hotel,11,4,10,1,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,8,NULL,0,Transient,23.93,none,0,2016-02-20
Resort_Hotel,8,0,4,2,none,BB,NOR,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,48,none,0,2016-03-01
Resort_Hotel,1,0,4,2,none,BB,CN,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,241,NULL,0,Transient,44.66,none,1,2016-03-01
Resort_Hotel,24,0,1,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,48,none,1,2016-03-04
Resort_Hotel,18,2,5,2,children,BB,SWE,Online_TA,TA/TO,0,0,0,G,G,0,No_Deposit,240,NULL,0,Transient,93,none,0,2016-02-27
Resort_Hotel,0,0,1,2,none,BB,PRT,Direct,Direct,0,0,0,F,F,0,No_Deposit,NULL,NULL,0,Transient,75,none,0,2016-03-04
Resort_Hotel,13,2,4,1,none,BB,ESP,Online_TA,TA/TO,0,0,0,A,A,1,No_Deposit,241,NULL,0,Transient,31.45,none,0,2016-02-28
Resort_Hotel,3,0,1,1,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,330,NULL,0,Transient-Party,40,none,0,2016-03-04
Resort_Hotel,3,0,1,1,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,1,No_Deposit,330,NULL,0,Transient-Party,40,none,0,2016-03-04
Resort_Hotel,3,0,1,2,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,330,NULL,0,Transient-Party,45,none,0,2016-03-04
Resort_Hotel,32,0,5,2,none,BB,AUT,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,56,none,1,2016-03-01
Resort_Hotel,41,0,5,1,none,HB,DEU,Groups,Direct,0,0,0,E,E,0,No_Deposit,NULL,NULL,0,Transient-Party,66,none,0,2016-03-01
Resort_Hotel,34,0,4,1,children,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,A,3,No_Deposit,196,NULL,0,Transient,25,none,0,2016-03-02
Resort_Hotel,18,0,2,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,A,D,1,No_Deposit,240,NULL,0,Transient,48,none,2,2016-03-04
Resort_Hotel,26,0,5,2,none,HB,GBR,Offline_TA/TO,TA/TO,0,0,0,E,F,0,No_Deposit,314,NULL,0,Transient,60.4,parking,0,2016-03-01
Resort_Hotel,7,0,3,2,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,6,NULL,0,Transient,45,parking,1,2016-03-03
Resort_Hotel,60,0,1,2,none,BB,CN,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,251,NULL,0,Transient,37,none,0,2016-03-05
Resort_Hotel,0,0,3,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,58,none,2,2016-03-03
Resort_Hotel,1,0,2,1,none,BB,PRT,Direct,Direct,0,0,0,A,D,0,No_Deposit,NULL,NULL,0,Transient,40,none,0,2016-03-04
Resort_Hotel,3,0,2,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,48,parking,1,2016-03-04
Resort_Hotel,14,0,1,2,none,BB,PRT,Direct,Direct,0,0,0,A,D,0,No_Deposit,NULL,NULL,0,Transient,75,none,2,2016-03-05
Resort_Hotel,61,0,5,2,none,HB,GBR,Offline_TA/TO,TA/TO,0,0,0,D,D,2,No_Deposit,95,NULL,0,Transient,63,none,0,2016-03-01
Resort_Hotel,8,0,3,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,48,none,1,2016-03-03
Resort_Hotel,3,0,2,2,children,BB,PRT,Online_TA,TA/TO,0,0,0,A,C,1,No_Deposit,242,NULL,0,Transient,69,parking,2,2016-03-04
Resort_Hotel,1,0,1,2,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,6,NULL,0,Transient,29,none,0,2016-03-05
Resort_Hotel,1,0,2,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,E,F,0,No_Deposit,240,NULL,0,Transient,68,none,2,2016-03-04
Resort_Hotel,4,0,1,2,none,BB,PRT,Direct,Direct,0,0,0,F,G,0,No_Deposit,NULL,NULL,0,Transient,81,parking,1,2016-03-05
Resort_Hotel,1,0,2,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,E,F,0,No_Deposit,240,NULL,0,Transient,74,parking,1,2016-03-04
Resort_Hotel,0,0,1,2,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,177,NULL,0,Transient,29,none,0,2016-03-05
Resort_Hotel,3,0,2,2,none,HB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,196,NULL,0,Transient,56,none,0,2016-03-04
Resort_Hotel,46,0,2,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,48,none,2,2016-03-04
Resort_Hotel,53,2,7,2,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,115,NULL,0,Transient,26.1,none,1,2016-02-26
Resort_Hotel,38,2,5,3,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,D,D,1,No_Deposit,314,NULL,0,Transient,61.06,none,2,2016-02-28
Resort_Hotel,0,0,1,1,none,BB,CHN,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,53,none,0,2016-03-05
Resort_Hotel,53,2,7,2,none,BB,IRL,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,115,NULL,0,Transient,26.1,none,1,2016-02-26
Resort_Hotel,23,0,2,2,none,BB,PRT,Direct,Direct,0,0,0,A,D,0,No_Deposit,NULL,NULL,0,Transient,60,none,0,2016-03-04
Resort_Hotel,4,0,1,2,none,BB,PRT,Direct,Direct,0,0,0,A,D,2,No_Deposit,250,NULL,0,Transient,50,none,0,2016-03-05
